d18O SMOW;Analysis;Date;clock time;time after start single run (h);east-west (um);north-south (um);primary current (nA);16O ions per sec;18O/16O measured;1 SE (permil);16O1H/16O measured;1 SE (%);DT-FA-x (digits);DT-FA-y (digits);entrance slit x (digits);Source Pressure (mbar);18O/16O IMF corrected;d18O SMOW
25.37;Map-Otolith@0131;26.11.2021;23:06;7.27;1596;-3220;2.77;1.72E+09;0.00204667;0.12;0.0429;0.3;45;-20;4;1.20E-08;0.00205608;25.37
25.37;Map-Otolith@0682;28.11.2021;05:42;36.57;2582;-2758;2.91;1.85E+09;0.00204667;0.09;0.0414;0.06;44;-26;3;1.10E-08;0.00205608;25.37
25.38;Map-Otolith@0039;26.11.2021;18:02;2.2;3036;-2338;2.85;1.82E+09;0.00204668;0.16;0.0428;0.06;32;-5;8;1.30E-08;0.00205609;25.38
25.4;Map-Otolith@0498;27.11.2021;19:28;26.99;3156;-2856;2.93;1.93E+09;0.00204671;0.13;0.0388;0.09;52;-27;1;1.10E-08;0.00205612;25.4
25.4;Map-Otolith@0637;28.11.2021;03:13;34.41;2996;-2059;2.91;1.87E+09;0.00204672;0.08;0.0412;0.1;47;-28;2;1.10E-08;0.00205613;25.4
25.4;Map-Otolith@0670;28.11.2021;05:02;35.91;2072;-3332;2.95;1.84E+09;0.00204673;0.12;0.0422;0.39;41;-17;2;1.10E-08;0.00205614;25.4
25.4;Map-Otolith@0280;27.11.2021;07:23;15.23;2661;-2267;2.85;1.78E+09;0.00204673;0.11;0.0402;0.18;46;-27;11;1.20E-08;0.00205614;25.4
25.41;Map-Otolith@0689;28.11.2021;06:05;36.96;2347;-2390;2.91;1.87E+09;0.00204673;0.14;0.0374;0.32;42;-26;7;1.10E-08;0.00205614;25.41
25.41;Map-Otolith@0325;27.11.2021;09:51;17.69;3196;-2657;2.84;1.79E+09;0.00204673;0.14;0.0421;0.11;52;-23;7;1.20E-08;0.00205614;25.41
25.41;Map-Otolith@0434;27.11.2021;15:57;23.47;2937;-2799;2.95;1.91E+09;0.00204675;0.13;0.0408;0.07;50;-27;3;1.10E-08;0.00205616;25.41
25.42;Map-Otolith@0076;26.11.2021;20:04;4.23;2072;-2717;2.78;1.74E+09;0.00204676;0.13;0.0398;0.45;41;-15;7;1.30E-08;0.00205617;25.42
25.42;Map-Otolith@0804;28.11.2021;12:31;43.39;1716;-2133;3.03;1.97E+09;0.00204676;0.11;0.0413;0.39;37;-28;8;1.00E-08;0.00205617;25.42
25.42;Map-Otolith@0343;27.11.2021;10:50;18.68;2896;-3250;2.9;1.85E+09;0.00204677;0.11;0.0421;0.09;49;-26;7;1.20E-08;0.00205618;25.42
25.42;Map-Otolith@0162;27.11.2021;00:48;8.97;2111;-2758;2.8;1.75E+09;0.00204677;0.11;0.0417;0.42;44;-23;4;1.20E-08;0.00205618;25.42
25.43;Map-Otolith@0233;27.11.2021;04:48;12.64;1636;-2793;2.89;1.81E+09;0.00204678;0.12;0.044;0.16;43;-24;10;1.20E-08;0.00205619;25.43
25.44;Map-Otolith@0786;28.11.2021;11:25;42.29;2976;-3331;3;1.92E+09;0.0020468;0.1;0.0387;0.03;46;-19;4;1.00E-08;0.00205621;25.44
25.44;Map-Otolith@0121;26.11.2021;22:33;6.72;2543;-2594;2.78;1.77E+09;0.00204681;0.12;0.0424;0.04;44;-21;2;1.20E-08;0.00205621;25.44
25.45;Map-Otolith@0264;27.11.2021;06:31;14.36;2543;-3086;2.87;1.79E+09;0.00204683;0.12;0.0434;0.12;49;-24;4;1.20E-08;0.00205624;25.45
25.45;Map-Otolith@0109;26.11.2021;21:53;6.05;1756;-2677;2.78;1.76E+09;0.00204683;0.11;0.0469;0.13;43;-18;6;1.30E-08;0.00205624;25.45
25.45;Map-Otolith@0321;27.11.2021;09:38;17.48;3196;-3095;2.84;1.78E+09;0.00204683;0.12;0.0432;0.18;51;-23;4;1.20E-08;0.00205624;25.45
25.46;Map-Otolith@0639;28.11.2021;03:20;34.53;2779;-3045;2.92;1.88E+09;0.00204683;0.11;0.0406;0.37;47;-23;6;1.10E-08;0.00205624;25.46
25.46;Map-Otolith@0124;26.11.2021;22:43;6.88;2897;-2635;2.77;1.74E+09;0.00204684;0.12;0.041;0.22;46;-19;7;1.20E-08;0.00205624;25.46
25.46;Map-Otolith@0410;27.11.2021;14:38;22.15;3116;-2657;2.92;1.86E+09;0.00204684;0.13;0.0402;0.1;49;-27;7;1.10E-08;0.00205624;25.46
25.46;Map-Otolith@0757;28.11.2021;09:49;40.69;2858;-2062;2.95;1.92E+09;0.00204684;0.1;0.0387;0.27;48;-31;-3;1.10E-08;0.00205625;25.46
25.46;Map-Otolith@0366;27.11.2021;12:06;19.62;2465;-2226;2.88;1.83E+09;0.00204685;0.12;0.0385;0.21;47;-30;1;1.10E-08;0.00205626;25.46
25.46;Map-Otolith@0587;28.11.2021;00:22;31.56;2661;-2349;2.98;1.93E+09;0.00204685;0.11;0.0403;0.05;45;-31;9;1.10E-08;0.00205626;25.46
25.46;Map-Otolith@0735;28.11.2021;08:36;39.47;3156;-2776;2.92;1.89E+09;0.00204685;0.1;0.0401;0.13;51;-26;1;1.00E-08;0.00205626;25.46
25.46;Map-Otolith@0654;28.11.2021;04:09;35.02;3076;-3374;2.93;1.87E+09;0.00204685;0.12;0.0364;0.05;48;-18;2;1.10E-08;0.00205626;25.46
25.47;Map-Otolith@0522;27.11.2021;20:47;27.98;2996;-1939;2.94;1.89E+09;0.00204686;0.12;0.0416;0.17;45;-30;7;1.10E-08;0.00205627;25.47
25.47;Map-Otolith@0023;26.11.2021;17:09;1.32;2504;-2103;2.84;1.82E+09;0.00204686;0.13;0.0426;0.3;29;-1;7;1.30E-08;0.00205627;25.47
25.47;Map-Otolith@0313;27.11.2021;09:12;17.04;1596;-2211;2.86;1.79E+09;0.00204686;0.16;0.0453;0.32;45;-27;-2;1.20E-08;0.00205627;25.47
25.47;Map-Otolith@0014;26.11.2021;16:40;0.83;2268;-2349;2.84;1.83E+09;0.00204686;0.11;0.0406;0.22;26;0;4;1.30E-08;0.00205627;25.47
25.47;Map-Otolith@0017;26.11.2021;16:49;0.98;1716;-2638;2.83;1.85E+09;0.00204687;0.14;0.0466;0.21;28;0;3;1.30E-08;0.00205628;25.47
25.47;Map-Otolith@0215;27.11.2021;03:49;11.66;3276;-3015;2.87;1.77E+09;0.00204687;0.11;0.0377;0.17;54;-21;5;1.20E-08;0.00205628;25.47
25.47;Map-Otolith@0456;27.11.2021;17:09;24.67;2936;-2349;2.93;1.87E+09;0.00204687;0.12;0.0408;0.13;48;-28;1;1.10E-08;0.00205628;25.47
25.47;Map-Otolith@0622;28.11.2021;02:24;33.6;2996;-2099;3.04;1.92E+09;0.00204687;0.11;0.0411;0.09;48;-29;4;1.10E-08;0.00205628;25.47
25.48;Map-Otolith@0391;27.11.2021;13:29;21;2033;-1693;2.91;1.82E+09;0.00204688;0.14;0.0431;0.21;49;-25;8;1.10E-08;0.00205628;25.48
25.48;Map-Otolith@0058;26.11.2021;19:05;3.25;3196;-2896;2.84;1.78E+09;0.00204688;0.13;0.0444;0.09;38;-9;9;1.30E-08;0.00205629;25.48
25.48;Map-Otolith@0340;27.11.2021;10:41;18.53;3036;-3214;2.88;1.81E+09;0.00204688;0.12;0.0427;0.05;51;-27;6;1.20E-08;0.00205629;25.48
25.48;Map-Otolith@0458;27.11.2021;17:16;24.79;2936;-2021;2.94;1.87E+09;0.00204689;0.1;0.0399;0.17;49;-28;10;1.10E-08;0.0020563;25.48
25.5;Map-Otolith@0480;27.11.2021;18:29;26;1556;-2909;2.9;1.85E+09;0.00204691;0.14;0.0408;0.47;40;-26;6;1.10E-08;0.00205632;25.5
25.51;Map-Otolith@0110;26.11.2021;21:56;6.1;2268;-1693;2.77;1.72E+09;0.00204693;0.12;0.0438;0.1;45;-14;4;1.30E-08;0.00205634;25.51
25.51;Map-Otolith@0071;26.11.2021;19:48;3.97;3196;-3294;2.78;1.77E+09;0.00204694;0.14;0.0394;0.29;42;-14;4;1.30E-08;0.00205635;25.51
25.51;Map-Otolith@0553;27.11.2021;22:29;29.68;2700;-1775;2.96;1.86E+09;0.00204694;0.14;0.0414;0.19;44;-30;6;1.10E-08;0.00205635;25.51
25.51;Map-Otolith@0539;27.11.2021;21:43;28.91;3276;-3414;2.92;1.86E+09;0.00204694;0.1;0.0358;0.06;52;-22;5;1.10E-08;0.00205635;25.51
25.51;Map-Otolith@0008;26.11.2021;16:20;0.5;3116;-3254;2.88;1.87E+09;0.00204695;0.1;0.0416;0.14;26;3;6;1.30E-08;0.00205636;25.51
25.51;Map-Otolith@0256;27.11.2021;06:04;13.91;1636;-3103;2.85;1.79E+09;0.00204695;0.12;0.0425;0.28;45;-23;9;1.20E-08;0.00205636;25.51
25.52;Map-Otolith@0533;27.11.2021;21:23;28.58;3116;-3214;2.93;1.86E+09;0.00204695;0.14;0.0384;0.07;51;-20;0;1.10E-08;0.00205636;25.52
25.52;Map-Otolith@0125;26.11.2021;22:46;6.93;2976;-2963;2.79;1.74E+09;0.00204696;0.1;0.04;0.19;46;-18;9;1.20E-08;0.00205637;25.52
25.53;Map-Otolith@0778;28.11.2021;10:59;41.86;1636;-2948;2.93;1.86E+09;0.00204698;0.12;0.0406;0.32;33;-22;11;1.00E-08;0.00205639;25.53
25.53;Map-Otolith@0350;27.11.2021;11:14;19.08;2151;-3250;2.9;1.82E+09;0.00204698;0.11;0.0437;0.37;42;-24;5;1.20E-08;0.00205639;25.53
25.53;Map-Otolith@0393;27.11.2021;13:35;21.1;2268;-2676;2.95;1.85E+09;0.00204698;0.1;0.0396;0.32;47;-27;10;1.10E-08;0.00205639;25.53
25.53;Map-Otolith@0329;27.11.2021;10:04;17.91;2150;-3209;2.85;1.77E+09;0.00204698;0.12;0.0417;0.51;46;-25;6;1.20E-08;0.00205639;25.53
25.53;Map-Otolith@0044;26.11.2021;18:19;2.48;2857;-2349;2.84;1.78E+09;0.00204699;0.14;0.0431;0.42;32;-9;6;1.30E-08;0.0020564;25.53
25.54;Map-Otolith@0258;27.11.2021;06:11;14.03;2504;-1898;2.86;1.80E+09;0.00204699;0.11;0.0355;0.1;48;-28;5;1.20E-08;0.0020564;25.54
25.55;Map-Otolith@0068;26.11.2021;19:38;3.8;2996;-2896;2.8;1.77E+09;0.00204701;0.12;0.0456;0.07;40;-12;9;1.30E-08;0.00205642;25.55
25.55;Map-Otolith@0158;27.11.2021;00:35;8.75;2819;-2472;2.78;1.73E+09;0.00204702;0.16;0.0452;0.05;47;-20;8;1.20E-08;0.00205643;25.55
25.55;Map-Otolith@0118;26.11.2021;22:23;6.55;3196;-3214;2.78;1.73E+09;0.00204702;0.12;0.0396;0.06;48;-17;9;1.20E-08;0.00205643;25.55
25.55;Map-Otolith@0485;27.11.2021;18:45;26.27;2465;-2390;2.9;1.86E+09;0.00204702;0.09;0.0392;0.29;46;-29;3;1.10E-08;0.00205643;25.55
25.56;Map-Otolith@0604;28.11.2021;01:24;32.6;2465;-3291;3;1.97E+09;0.00204704;0.07;0.0403;0.28;43;-23;2;1.10E-08;0.00205645;25.56
25.56;Map-Otolith@0096;26.11.2021;21:10;5.33;2996;-3015;2.74;1.73E+09;0.00204704;0.14;0.0449;0.19;45;-15;5;1.30E-08;0.00205645;25.56
25.57;Map-Otolith@0453;27.11.2021;16:59;24.5;3156;-2896;2.94;1.88E+09;0.00204706;0.14;0.0414;0.46;50;-26;3;1.10E-08;0.00205647;25.57
25.57;Map-Otolith@0201;27.11.2021;03:03;10.89;1954;-2635;2.83;1.75E+09;0.00204706;0.09;0.0384;0.38;47;-25;8;1.20E-08;0.00205647;25.57
25.58;Map-Otolith@0370;27.11.2021;12:19;19.84;2818;-3004;2.87;1.81E+09;0.00204707;0.13;0.041;0.09;49;-25;5;1.20E-08;0.00205648;25.58
25.59;Map-Otolith@0064;26.11.2021;19:25;3.58;2897;-3209;2.88;1.81E+09;0.0020471;0.12;0.0448;0.1;41;-12;3;1.30E-08;0.00205651;25.59
25.59;Map-Otolith@0555;27.11.2021;22:36;29.8;2111;-1734;2.96;1.88E+09;0.0020471;0.1;0.0431;0.19;44;-30;1;1.10E-08;0.00205651;25.59
25.6;Map-Otolith@0718;28.11.2021;07:40;38.54;2778;-2922;2.94;1.92E+09;0.00204711;0.12;0.0416;0.16;47;-24;7;1.00E-08;0.00205652;25.6
25.61;Map-Otolith@0150;27.11.2021;00:08;8.3;1994;-2513;2.78;1.74E+09;0.00204714;0.14;0.0415;0.05;45;-22;5;1.20E-08;0.00205656;25.61
25.61;Map-Otolith@0484;27.11.2021;18:42;26.22;1836;-2598;2.9;1.86E+09;0.00204715;0.14;0.0431;0.27;42;-28;6;1.10E-08;0.00205656;25.61
25.62;Map-Otolith@0094;26.11.2021;21:04;5.23;2386;-2226;2.77;1.73E+09;0.00204716;0.15;0.0427;0.15;44;-18;4;1.30E-08;0.00205657;25.62
25.62;Map-Otolith@0030;26.11.2021;17:32;1.7;2151;-3168;2.85;1.81E+09;0.00204716;0.17;0.046;0.46;31;-7;5;1.30E-08;0.00205657;25.62
25.62;Map-Otolith@0460;27.11.2021;17:23;24.9;2819;-2390;2.97;1.89E+09;0.00204716;0.14;0.043;0.03;49;-26;3;1.10E-08;0.00205657;25.62
25.62;Map-Otolith@0187;27.11.2021;02:10;10.33;2858;-2717;2.84;1.76E+09;0.00204717;0.11;0.0441;0.09;49;-21;8;1.20E-08;0.00205658;25.62
25.63;Map-Otolith@0234;27.11.2021;04:52;12.71;3036;-3135;2.9;1.83E+09;0.00204719;0.12;0.0454;0.05;51;-24;4;1.20E-08;0.0020566;25.63
25.64;Map-Otolith@0526;27.11.2021;21:00;28.2;1676;-2715;2.9;1.87E+09;0.0020472;0.11;0.0425;0.12;41;-25;4;1.10E-08;0.00205661;25.64
25.64;Map-Otolith@0451;27.11.2021;16:53;24.4;2111;-2799;2.97;1.85E+09;0.0020472;0.13;0.039;0.64;45;-25;7;1.10E-08;0.00205661;25.64
25.64;Map-Otolith@0291;27.11.2021;08:00;15.84;3236;-3214;2.84;1.79E+09;0.00204721;0.12;0.0396;0.06;53;-21;6;1.20E-08;0.00205662;25.64
25.65;Map-Otolith@0183;27.11.2021;01:57;10.12;3196;-3015;2.83;1.77E+09;0.00204721;0.13;0.0413;0.23;50;-23;8;1.20E-08;0.00205663;25.65
25.65;Map-Otolith@0615;28.11.2021;02:01;33.21;3156;-3015;3.01;1.95E+09;0.00204722;0.12;0.0378;0.09;53;-24;-1;1.10E-08;0.00205663;25.65
25.65;Map-Otolith@0067;26.11.2021;19:35;3.75;2426;-3127;2.81;1.79E+09;0.00204723;0.14;0.0513;0.26;39;-14;2;1.30E-08;0.00205664;25.65
25.66;Map-Otolith@0157;27.11.2021;00:31;8.68;2347;-1939;2.78;1.73E+09;0.00204724;0.08;0.0425;0.08;47;-22;7;1.20E-08;0.00205665;25.66
25.66;Map-Otolith@0743;28.11.2021;09:03;39.92;2937;-3373;2.91;1.87E+09;0.00204724;0.13;0.0408;0.28;48;-17;3;1.00E-08;0.00205665;25.66
25.66;Map-Otolith@0405;27.11.2021;14:21;21.87;3076;-1979;2.92;1.81E+09;0.00204724;0.11;0.0324;0.06;51;-26;8;1.10E-08;0.00205665;25.66
25.66;Map-Otolith@0251;27.11.2021;05:48;13.64;2701;-3209;2.86;1.81E+09;0.00204725;0.11;0.0431;0.26;49;-24;3;1.20E-08;0.00205666;25.66
25.67;Map-Otolith@0470;27.11.2021;17:56;25.45;2111;-2963;2.95;1.85E+09;0.00204726;0.12;0.0433;0.34;42;-26;6;1.10E-08;0.00205667;25.67
25.68;Map-Otolith@0723;28.11.2021;07:57;38.82;2072;-2922;2.9;1.86E+09;0.00204728;0.13;0.0396;0.38;41;-23;5;1.00E-08;0.00205669;25.68
25.69;Map-Otolith@0469;27.11.2021;17:52;25.39;2308;-3291;2.96;1.83E+09;0.0020473;0.13;0.0384;0.26;49;-22;1;1.10E-08;0.00205671;25.69
25.69;Map-Otolith@0762;28.11.2021;10:06;40.97;2111;-2553;2.98;1.90E+09;0.00204731;0.15;0.0356;0.23;40;-25;9;1.00E-08;0.00205672;25.69
25.7;Map-Otolith@0795;28.11.2021;12:01;42.89;2936;-3004;3.01;2.00E+09;0.00204732;0.11;0.0425;0.21;47;-22;5;1.00E-08;0.00205673;25.7
25.7;Map-Otolith@0176;27.11.2021;01:34;9.73;2937;-3209;2.85;1.80E+09;0.00204733;0.11;0.0458;0.04;51;-20;3;1.20E-08;0.00205674;25.7
25.71;Map-Otolith@0563;27.11.2021;23:02;30.23;2347;-1693;2.99;1.90E+09;0.00204734;0.1;0.0411;0.14;44;-32;5;1.10E-08;0.00205675;25.71
25.71;Map-Otolith@0178;27.11.2021;01:40;9.83;3076;-2736;2.81;1.77E+09;0.00204735;0.1;0.0396;0.1;47;-22;8;1.20E-08;0.00205676;25.71
25.72;Map-Otolith@0531;27.11.2021;21:17;28.48;2976;-2758;2.91;1.87E+09;0.00204735;0.15;0.04;0.06;51;-23;5;1.10E-08;0.00205676;25.72
25.72;Map-Otolith@0103;26.11.2021;21:33;5.72;2976;-2308;2.77;1.73E+09;0.00204735;0.14;0.0407;0.18;43;-18;8;1.30E-08;0.00205677;25.72
25.72;Map-Otolith@0565;27.11.2021;23:09;30.35;2778;-2594;2.99;1.94E+09;0.00204735;0.14;0.0348;0.15;47;-26;1;1.10E-08;0.00205677;25.72
25.72;Map-Otolith@0517;27.11.2021;20:31;27.71;2779;-2226;2.93;1.87E+09;0.00204736;0.15;0.0409;0.41;48;-25;7;1.10E-08;0.00205677;25.72
25.72;Map-Otolith@0611;28.11.2021;01:47;32.98;3156;-2736;3.02;1.95E+09;0.00204736;0.12;0.0378;0.08;49;-27;2;1.10E-08;0.00205677;25.72
25.72;Map-Otolith@0687;28.11.2021;05:58;36.84;3276;-2815;2.91;1.87E+09;0.00204736;0.14;0.0337;0.04;51;-22;2;1.10E-08;0.00205677;25.72
25.72;Map-Otolith@0408;27.11.2021;14:31;22.04;2701;-3127;2.92;1.86E+09;0.00204737;0.11;0.0436;0.03;49;-23;2;1.10E-08;0.00205678;25.72
25.73;Map-Otolith@0620;28.11.2021;02:17;33.48;1636;-2715;3.04;1.99E+09;0.00204737;0.11;0.0427;0.04;38;-26;4;1.10E-08;0.00205679;25.73
25.73;Map-Otolith@0720;28.11.2021;07:47;38.66;3076;-3095;2.93;1.91E+09;0.00204738;0.09;0.0386;0.15;47;-20;4;1.00E-08;0.00205679;25.73
25.74;Map-Otolith@0627;28.11.2021;02:40;33.86;2229;-3332;2.95;1.81E+09;0.0020474;0.12;0.0415;0.36;42;-22;11;1.00E-08;0.00205681;25.74
25.75;Map-Otolith@0349;27.11.2021;11:10;19.01;1955;-2840;2.89;1.81E+09;0.00204743;0.12;0.038;0.36;42;-27;8;1.20E-08;0.00205684;25.75
25.75;Map-Otolith@0595;28.11.2021;00:48;32;2229;-2594;2.95;1.90E+09;0.00204743;0.12;0.0368;0.43;44;-27;5;1.10E-08;0.00205684;25.75
25.76;Map-Otolith@0073;26.11.2021;19:54;4.07;2897;-2144;2.79;1.75E+09;0.00204745;0.1;0.0417;0.36;41;-15;8;1.30E-08;0.00205686;25.76
25.77;Map-Otolith@0675;28.11.2021;05:18;36.17;2465;-1980;2.96;1.89E+09;0.00204747;0.12;0.0373;0.14;43;-30;8;1.10E-08;0.00205688;25.77
25.78;Map-Otolith@0799;28.11.2021;12:15;43.12;2857;-1857;3.03;1.98E+09;0.00204747;0.12;0.0374;0.05;45;-31;5;1.00E-08;0.00205688;25.78
25.78;Map-Otolith@0077;26.11.2021;20:08;4.3;2857;-2594;2.78;1.78E+09;0.00204748;0.15;0.0467;0.04;39;-15;5;1.30E-08;0.00205689;25.78
25.78;Map-Otolith@0474;27.11.2021;18:09;25.67;2308;-1857;2.91;1.86E+09;0.00204748;0.1;0.0381;0.15;47;-29;7;1.10E-08;0.00205689;25.78
25.78;Map-Otolith@0780;28.11.2021;11:05;41.96;1994;-1857;2.97;1.90E+09;0.00204748;0.12;0.0383;0.12;37;-30;11;1.00E-08;0.00205689;25.78
25.78;Map-Otolith@0744;28.11.2021;09:06;39.97;3036;-2537;2.91;1.88E+09;0.00204748;0.11;0.0356;0.23;48;-26;3;1.00E-08;0.00205689;25.78
25.78;Map-Otolith@0332;27.11.2021;10:14;18.08;1915;-1980;2.89;1.80E+09;0.00204748;0.11;0.0459;0.1;45;-28;8;1.20E-08;0.0020569;25.78
25.79;Map-Otolith@0298;27.11.2021;08:22;16.21;2229;-3127;2.84;1.78E+09;0.0020475;0.15;0.0429;0.48;47;-25;5;1.20E-08;0.00205691;25.79
25.8;Map-Otolith@0807;28.11.2021;12:41;43.56;3156;-2816;3.04;1.99E+09;0.00204751;0.11;0.0383;0.13;51;-21;-1;1.00E-08;0.00205693;25.8
25.81;Map-Otolith@0398;27.11.2021;13:52;21.39;2661;-2062;2.97;1.88E+09;0.00204754;0.1;0.0378;0.12;49;-28;4;1.10E-08;0.00205695;25.81
25.82;Map-Otolith@0035;26.11.2021;17:49;1.98;1636;-2211;2.83;1.83E+09;0.00204756;0.12;0.0444;0.17;33;-6;-2;1.30E-08;0.00205698;25.82
25.83;Map-Otolith@0210;27.11.2021;03:33;11.39;2308;-2758;2.83;1.79E+09;0.00204758;0.12;0.0467;0.04;48;-26;3;1.20E-08;0.002057;25.83
25.84;Map-Otolith@0669;28.11.2021;04:59;35.86;2897;-2799;2.94;1.93E+09;0.00204761;0.14;0.0417;0.16;49;-23;2;1.10E-08;0.00205702;25.84
25.85;Map-Otolith@0087;26.11.2021;20:41;4.85;3076;-2418;2.76;1.73E+09;0.00204761;0.12;0.0407;0.05;40;-16;13;1.30E-08;0.00205703;25.85
25.85;Map-Otolith@0247;27.11.2021;05:34;13.41;3076;-3135;2.86;1.81E+09;0.00204761;0.12;0.0439;0.11;51;-24;7;1.20E-08;0.00205703;25.85
25.86;Map-Otolith@0673;28.11.2021;05:12;36.07;2897;-3291;2.96;1.92E+09;0.00204764;0.14;0.0412;0.04;46;-21;6;1.00E-08;0.00205706;25.86
25.86;Map-Otolith@0249;27.11.2021;05:41;13.53;2229;-1693;2.85;1.81E+09;0.00204765;0.14;0.0424;0.04;48;-26;2;1.20E-08;0.00205706;25.86
25.86;Map-Otolith@0090;26.11.2021;20:50;5;1716;-2677;2.78;1.76E+09;0.00204765;0.13;0.0456;0.33;40;-16;6;1.30E-08;0.00205706;25.86
25.86;Map-Otolith@0166;27.11.2021;01:01;9.18;2779;-2635;2.8;1.74E+09;0.00204765;0.12;0.0417;0.13;47;-22;4;1.20E-08;0.00205706;25.86
25.87;Map-Otolith@0697;28.11.2021;06:31;37.39;1596;-2832;2.94;1.93E+09;0.00204766;0.16;0.0416;0.16;36;-26;13;1.10E-08;0.00205708;25.87
25.87;Map-Otolith@0097;26.11.2021;21:14;5.4;2779;-1734;2.74;1.71E+09;0.00204767;0.13;0.0426;0.08;42;-13;6;1.30E-08;0.00205708;25.87
25.88;Map-Otolith@0442;27.11.2021;16:23;23.9;2386;-3413;2.95;1.66E+09;0.00204768;0.13;0.0421;0.12;48;-24;4;1.10E-08;0.0020571;25.88
25.88;Map-Otolith@0570;27.11.2021;23:25;30.61;1836;-2327;3.03;1.94E+09;0.00204768;0.12;0.0369;0.14;40;-32;3;1.10E-08;0.0020571;25.88
25.88;Map-Otolith@0257;27.11.2021;06:07;13.96;2778;-3413;2.86;1.82E+09;0.00204769;0.1;0.0415;0.29;46;-25;-1;1.20E-08;0.0020571;25.88
25.89;Map-Otolith@0733;28.11.2021;08:30;39.37;2779;-2472;2.92;1.89E+09;0.0020477;0.11;0.0394;0.07;46;-27;4;1.00E-08;0.00205711;25.89
25.89;Map-Otolith@0207;27.11.2021;03:23;11.23;2111;-2226;2.86;1.79E+09;0.0020477;0.11;0.0391;0.09;46;-24;7;1.20E-08;0.00205712;25.89
25.89;Map-Otolith@0519;27.11.2021;20:37;27.81;2661;-2513;2.95;1.86E+09;0.00204771;0.13;0.0385;0.11;49;-25;8;1.10E-08;0.00205712;25.89
25.9;Map-Otolith@0186;27.11.2021;02:07;10.28;2190;-2308;2.84;1.76E+09;0.00204771;0.12;0.0405;0.33;43;-27;7;1.20E-08;0.00205713;25.9
25.9;Map-Otolith@0739;28.11.2021;08:50;39.71;2976;-2472;2.9;1.90E+09;0.00204771;0.12;0.0385;0.03;48;-25;-2;1.10E-08;0.00205713;25.9
25.9;Map-Otolith@0782;28.11.2021;11:12;42.07;1877;-2594;2.96;1.96E+09;0.00204772;0.13;0.0374;0.35;39;-26;5;1.00E-08;0.00205713;25.9
25.9;Map-Otolith@0433;27.11.2021;15:54;23.42;2778;-2267;2.94;1.86E+09;0.00204772;0.08;0.0423;0.11;48;-25;8;1.10E-08;0.00205714;25.9
25.9;Map-Otolith@0787;28.11.2021;11:28;42.34;2818;-1775;2.99;1.92E+09;0.00204773;0.13;0.038;0.09;44;-33;9;1.00E-08;0.00205714;25.9
25.91;Map-Otolith@0301;27.11.2021;08:32;16.38;3156;-2577;2.83;1.78E+09;0.00204774;0.13;0.0404;0.05;52;-25;8;1.20E-08;0.00205716;25.91
25.92;Map-Otolith@0229;27.11.2021;04:35;12.43;3276;-2656;2.88;1.75E+09;0.00204775;0.14;0.0405;0.17;50;-22;22;1.20E-08;0.00205716;25.92
25.92;Map-Otolith@0810;28.11.2021;12:51;43.72;2622;-2185;2.95;1.89E+09;0.00204776;0.1;0.0355;0.14;45;-29;4;1.00E-08;0.00205717;25.92
25.92;Map-Otolith@0417;27.11.2021;15:01;22.54;3236;-1939;2.95;1.77E+09;0.00204776;0.13;0.0442;0.28;55;-27;17;1.10E-08;0.00205717;25.92
25.92;Map-Otolith@0514;27.11.2021;20:21;27.55;2190;-3209;2.93;1.86E+09;0.00204777;0.15;0.0428;0.32;45;-21;8;1.10E-08;0.00205718;25.92
25.93;Map-Otolith@0710;28.11.2021;07:14;38.11;2857;-2758;2.89;1.92E+09;0.00204779;0.14;0.0399;0.03;45;-23;5;1.10E-08;0.0020572;25.93
25.93;Map-Otolith@0043;26.11.2021;18:15;2.42;2150;-2881;2.86;1.81E+09;0.00204779;0.14;0.0466;0.4;33;-10;-1;1.30E-08;0.0020572;25.93
25.94;Map-Otolith@0238;27.11.2021;05:05;12.93;3036;-2497;2.88;1.79E+09;0.0020478;0.12;0.0385;0.06;48;-23;10;1.20E-08;0.00205722;25.94
25.95;Map-Otolith@0283;27.11.2021;07:33;15.39;3156;-3174;2.86;1.79E+09;0.00204782;0.13;0.0438;0.34;54;-23;5;1.20E-08;0.00205723;25.95
25.95;Map-Otolith@0061;26.11.2021;19:15;3.42;2151;-2021;2.86;1.81E+09;0.00204782;0.13;0.0404;0.14;37;-12;3;1.30E-08;0.00205724;25.95
25.96;Map-Otolith@0524;27.11.2021;20:54;28.1;2858;-2553;2.93;1.88E+09;0.00204785;0.11;0.044;0.06;48;-24;2;1.10E-08;0.00205726;25.96
25.97;Map-Otolith@0089;26.11.2021;20:47;4.95;1955;-2758;2.78;1.75E+09;0.00204785;0.13;0.0403;0.27;41;-18;4;1.30E-08;0.00205727;25.97
25.97;Map-Otolith@0304;27.11.2021;08:42;16.54;1994;-2758;2.84;1.84E+09;0.00204786;0.12;0.0394;0.3;43;-27;2;1.20E-08;0.00205727;25.97
25.97;Map-Otolith@0092;26.11.2021;20:57;5.12;3196;-2776;2.77;1.71E+09;0.00204786;0.1;0.0412;0.05;45;-13;12;1.30E-08;0.00205728;25.97
25.97;Map-Otolith@0471;27.11.2021;17:59;25.5;3276;-2178;2.92;1.78E+09;0.00204787;0.1;0.0419;0.18;54;-29;18;1.10E-08;0.00205728;25.97
