"ID"	"TL_mm"	"weight"	"sex"	"area"	"capt_date"	"age"	"cohort"	"year"	"inc_um"	"rad_um"	"core"	"d18O"	"sims_dist"
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	245.4	1050.8	133.8	-5.3905464	934.259064713851
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	245.4	1050.8	133.8	-7.7670709	969.249709827143
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	245.4	1050.8	133.8	-4.7309396	1004.858696534
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	245.4	1050.8	133.8	-3.411726	1039.84998918113
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-5.5554481	1074.84184883172
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-5.8852515	1110.45080935627
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-6.1956547	1145.44314568642
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-6.9910629	1181.0520733651
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-6.3411562	1216.04481825301
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-6.0792535	1251.0379690481
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-6.030753	1286.64680468262
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-5.8949516	1321.64026875697
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-5.08984329999999	1357.24905599525
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-5.1480439	1392.24279491761
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-4.4496367	1427.85153289829
"BH-92993"	680	2560	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	424	1474.8	133.8	-3.4214261	1463.46028302787
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.1771442	0
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.40024649999999	34.6698716467194
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.7203498	69.3397432934389
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-6.3508563	104.009614940158
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.4390469	138.679486586878
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.8076507	173.349358233597
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.9919526	208.019229880317
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-6.8843618	242.689101527036
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-6.5060579	277.358973173755
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-6.0986537	312.028844820475
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.5748483	346.698716467194
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.7785504	380.532521606235
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-6.6030589	415.202360301576
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-4.8958413	449.87220407578
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.4293468	484.542051838641
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.351746	519.211902791144
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.07044309999999	553.881756334328
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.7785504	588.551612010366
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.1480439	623.221469463304
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.351746	657.891328412223
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	1	702.8	702.8	206.2	-5.0413428	692.561188632456
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-5.7591502	727.231049942176
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-5.8076507	761.900912192655
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-6.8649616	796.570775261056
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-6.6709596	830.404720603153
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-4.672739	865.074563260301
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-6.0501532	899.744408151559
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-6.70976	934.41425502825
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-6.2926557	969.084103677281
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-6.321756	1003.753953915
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-5.545748	1037.87523334937
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-4.8764411	1071.99720148888
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	2	408.7	1111.5	206.2	-4.3623358	1106.11979459731
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	281.7	1388.2	206.2	-5.2062445	1140.24295656671
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	281.7	1388.2	206.2	-6.903762	1174.3666378095
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	281.7	1388.2	206.2	-5.9628523	1208.49079433813
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	281.7	1388.2	206.2	-5.73975	1242.61538699631
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	281.7	1388.2	206.2	-5.0122425	1276.74038081358
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	281.7	1388.2	206.2	-5.08984329999999	1310.86574446051
"BH-93005"	765	3200	"f"	"Sehrowbach"	"2022-04-13"	3	2019	3	281.7	1388.2	206.2	-4.1392335	1344.99144978695
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-8.8825824	0
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-9.5712895	36.0138862107382
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-9.7361912	72.0277724214764
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-9.0474841	108.041658632215
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-9.6682905	144.055544842953
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-9.9495934	180.069431053691
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-10.5024991	216.083317264429
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-8.7661812	252.097203475168
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-8.9019826	288.111089685906
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-9.5712895	324.124975896644
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-8.0871742	360.138862107382
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-8.3005764	396.15274831812
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-6.6806597	432.166634528859
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-5.3905464	468.180520739597
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-5.3420459	504.194406950335
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-5.2838453	540.208293161073
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-5.3905464	576.222179371811
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-5.1674441	612.23606558255
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-4.4108363	647.250337968239
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-4.478737	682.26461142287
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	1	728.1	728.1	195.9	-4.090733	717.2788857899
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	2	320.9	1014	195.9	-6.6418593	752.29316094193
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	2	320.9	1014	195.9	-6.9619626	787.307436774225
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	2	320.9	1014	195.9	-6.8455614	822.321713199889
"BH-93116"	563	1030	"f"	"Barthe"	"2022-04-14"	2	2020	2	320.9	1014	195.9	-6.3702565	857.33599014622
