Analysis;Analysis;Type;Oto number;Date;;;time after start (h);;east - west (µm);north - south (µm);primary current (nA);16 O ions per sec;18O/16O measured;1 SE (‰);;;DT-FA-x (bits);DT-FA-y (bits);entrance slit (bits);;;18O/16O IMF Corrected;d18O SMOW;
E-18O-Pt003;PSO-#E@03;Pt;BH-01570;12.02.2021;;;8.23;;-4420;-1914;0.97;2.15E+09;0.00205138;0.109;;;-19;22;7;;;0.0020591;26.88;Roasted
E-18O-Pt004;PSO-#E@04;Pt;BH-01570;12.02.2021;;;8.3;;-4423;-1855;0.97;2.15E+09;0.00205179;0.129;;;-20;22;10;;;0.0020595;27.08;Roasted
E-18O-Pt005;PSO-#E@05;Pt;BH-01570;12.02.2021;;;8.37;;-4311;-1840;0.98;2.12E+09;0.00205381;0.139;;;-17;20;8;;;0.00206153;28.09;Roasted
E-18O-Pt006;PSO-#E@06;Pt;BH-01570;12.02.2021;;;8.43;;-4343;-1777;0.98;2.18E+09;0.00205261;0.102;;;-19;20;5;;;0.00206033;27.49;Roasted
E-18O-Pt007;PSO-#E@07;Pt;BH-01570;12.02.2021;;;8.5;;-4192;-1758;0.97;2.14E+09;0.00205187;0.085;;;-16;20;7;;;0.00205958;27.12;Roasted
E-18O-Pt008;PSO-#E@08;Pt;BH-01570;12.02.2021;;;8.57;;-4199;-1680;0.96;2.14E+09;0.00205105;0.11;;;-17;19;6;;;0.00205876;26.71;Roasted
E-18O-Pt009;PSO-#E@09;Pt;BH-01570;12.02.2021;;;8.62;;-4059;-1626;0.96;2.12E+09;0.00205209;0.101;;;-14;18;6;;;0.00205981;27.23;Roasted
E-18O-Pt01;PSO-#E@01;Pt;BH-01570;12.02.2021;;;8.12;;-4601;-2046;0.99;2.17E+09;0.00205556;0.093;;;-23;25;9;;;0.00206329;28.97;Roasted
E-18O-Pt010;PSO-#E@10;Pt;BH-01570;12.02.2021;;;8.68;;-4077;-1540;0.96;2.14E+09;0.00205075;0.097;;;-15;17;5;;;0.00205846;26.56;Roasted
E-18O-Pt011;PSO-#E@11;Pt;BH-01570;12.02.2021;;;8.75;;-3899;-1522;0.96;2.12E+09;0.00205245;0.119;;;-12;17;7;;;0.00206017;27.41;Roasted
E-18O-Pt012;PSO-#E@12;Pt;BH-01570;12.02.2021;;;8.82;;-3914;-1454;0.96;2.13E+09;0.00205053;0.086;;;-13;16;6;;;0.00205824;26.45;Roasted
E-18O-Pt013;PSO-#E@13;Pt;BH-01570;12.02.2021;;;9.02;;-3592;-1400;0.95;2.09E+09;0.00205105;0.098;;;-8;16;7;;;0.00205876;26.71;Roasted
E-18O-Pt014;PSO-#E@14;Pt;BH-01570;12.02.2021;;;9.08;;-3547;-1341;0.95;2.14E+09;0.00205199;0.112;;;-8;16;7;;;0.0020597;27.18;Roasted
E-18O-Trans002;PSO-#E@02;Tr;BH-01570;12.02.2021;;;5.08;;-4864;-2302;1.07;2.23E+09;0.00205404;0.093;;;-29;28;11;;;0.00206176;28.21;Roasted
E-18O-Trans003;PSO-#E@03;Tr;BH-01570;12.02.2021;;;5.15;;-4822;-2277;1.07;2.29E+09;0.00205238;0.107;;;-28;27;8;;;0.0020601;27.38;Roasted
E-18O-Trans004;PSO-#E@04;Tr;BH-01570;12.02.2021;;;5.22;;-4780;-2252;1.07;2.25E+09;0.00205286;0.105;;;-27;27;7;;;0.00206058;27.62;Roasted
E-18O-Trans005;PSO-#E@05;Tr;BH-01570;12.02.2021;;;5.28;;-4738;-2227;1.07;2.27E+09;0.00204931;0.1;;;-27;25;10;;;0.00205702;25.84;Roasted
E-18O-Trans006;PSO-#E@06;Tr;BH-01570;12.02.2021;;;5.35;;-4696;-2202;1.07;2.22E+09;0.0020535;0.102;;;-26;25;7;;;0.00206122;27.94;Roasted
E-18O-Trans007;PSO-#E@07;Tr;BH-01570;12.02.2021;;;5.4;;-4654;-2177;1.06;2.13E+09;0.00204753;0.11;;;-26;25;-5;;;0.00205522;24.95;Roasted
E-18O-Trans008;PSO-#E@08;Tr;BH-01570;12.02.2021;;;5.47;;-4612;-2152;1.06;2.29E+09;0.00205345;0.095;;;-24;25;5;;;0.00206116;27.91;Roasted
E-18O-Trans009;PSO-#E@09;Tr;BH-01570;12.02.2021;;;5.53;;-4570;-2127;1.06;2.28E+09;0.00205125;0.076;;;-24;23;5;;;0.00205896;26.81;Roasted
E-18O-Trans01;PSO-#E@01;Tr;margin;12.02.2021;;;5.02;;-4906;-2327;1.07;6.59E+07;0.00194466;2.217;;;-29;26;16;;;0.00195197;;low count rate, discard
E-18O-Trans010;PSO-#E@10;Tr;BH-01570;12.02.2021;;;5.6;;-4527;-2102;1.05;2.21E+09;0.00205492;0.096;;;-23;23;5;;;0.00206264;28.65;Roasted
E-18O-Trans011;PSO-#E@11;Tr;BH-01570;12.02.2021;;;5.67;;-4484;-2076;1.04;2.18E+09;0.0020511;0.101;;;-22;23;5;;;0.00205881;26.74;Roasted
E-18O-Trans012;PSO-#E@12;Tr;BH-01570;12.02.2021;;;5.8;;-4441;-2050;1.04;2.20E+09;0.00205337;0.084;;;-21;23;6;;;0.00206109;27.87;Roasted
E-18O-Trans013;PSO-#E@13;Tr;BH-01570;12.02.2021;;;5.87;;-4398;-2024;1.03;2.22E+09;0.00205294;0.096;;;-21;21;7;;;0.00206066;27.66;Roasted
E-18O-Trans014;PSO-#E@14;Tr;BH-01570;12.02.2021;;;5.92;;-4355;-1998;1.03;2.17E+09;0.00204683;0.114;;;-21;25;-4;;;0.00205452;24.6;Roasted
E-18O-Trans015;PSO-#E@15;Tr;BH-01570;12.02.2021;;;5.98;;-4312;-1972;1.03;2.21E+09;0.00205458;0.095;;;-20;21;6;;;0.0020623;28.48;Roasted
E-18O-Trans016;PSO-#E@16;Tr;BH-01570;12.02.2021;;;6.05;;-4269;-1946;1.03;2.21E+09;0.00205008;0.065;;;-19;21;6;;;0.00205778;26.22;Roasted
E-18O-Trans017;PSO-#E@17;Tr;BH-01570;12.02.2021;;;6.12;;-4226;-1920;1.03;2.26E+09;0.00205405;0.079;;;-18;20;5;;;0.00206178;28.21;Roasted
E-18O-Trans018;PSO-#E@18;Tr;BH-01570;12.02.2021;;;6.18;;-4183;-1894;1.03;2.20E+09;0.00205133;0.12;;;-18;20;5;;;0.00205904;26.85;Roasted
E-18O-Trans019;PSO-#E@19;Tr;BH-01570;12.02.2021;;;6.25;;-4140;-1868;1.02;2.24E+09;0.00205372;0.091;;;-17;20;5;;;0.00206144;28.05;Roasted
E-18O-Trans020;PSO-#E@20;Tr;BH-01570;12.02.2021;;;6.32;;-4097;-1842;1.02;2.26E+09;0.00204966;0.081;;;-16;20;5;;;0.00205737;26.02;Roasted
E-18O-Trans021;PSO-#E@21;Tr;BH-01570;12.02.2021;;;6.37;;-4054;-1816;1.03;2.27E+09;0.00204898;0.115;;;-16;19;4;;;0.00205668;25.67;Roasted
E-18O-Trans022;PSO-#E@22;Tr;BH-01570;12.02.2021;;;6.43;;-4011;-1790;1.03;2.20E+09;0.00205372;0.093;;;-15;18;6;;;0.00206144;28.05;Roasted
E-18O-Trans023;PSO-#E@23;Tr;BH-01570;12.02.2021;;;6.5;;-3968;-1764;1.03;2.16E+09;0.00205133;0.1;;;-15;19;5;;;0.00205904;26.85;Roasted
E-18O-Trans024;PSO-#E@24;Tr;BH-01570;12.02.2021;;;6.57;;-3925;-1738;1.03;2.23E+09;0.00204929;0.101;;;-14;19;5;;;0.002057;25.83;Roasted
E-18O-Trans025;PSO-#E@25;Tr;BH-01570;12.02.2021;;;6.63;;-3882;-1712;1.02;2.18E+09;0.00205083;0.114;;;-14;17;5;;;0.00205854;26.6;Roasted
E-18O-Trans026;PSO-#E@26;Tr;BH-01570;12.02.2021;;;6.7;;-3839;-1686;1.03;2.21E+09;0.0020537;0.107;;;-13;17;5;;;0.00206142;28.04;Roasted
E-18O-Trans027;PSO-#E@27;Tr;BH-01570;12.02.2021;;;6.88;;-3796;-1660;1.01;2.22E+09;0.00205115;0.148;;;-12;17;4;;;0.00205886;26.76;Roasted
E-18O-Trans028;PSO-#E@28;Tr;BH-01570;12.02.2021;;;6.95;;-3753;-1634;1.01;2.16E+09;0.00205039;0.079;;;-12;17;6;;;0.00205809;26.38;Roasted
E-18O-Trans029;PSO-#E@29;Tr;BH-01570;12.02.2021;;;7.02;;-3710;-1608;1.01;2.19E+09;0.00205203;0.104;;;-11;16;4;;;0.00205974;27.2;Roasted
E-18O-Trans030;PSO-#E@30;Tr;BH-01570;12.02.2021;;;7.08;;-3682;-1590;1.01;2.21E+09;0.00205248;0.1;;;-11;16;8;;;0.00206019;27.42;Roasted
E-18O-Trans031;PSO-#E@31;Tr;BH-01570;12.02.2021;;;7.15;;-3654;-1572;1.01;2.21E+09;0.00205504;0.107;;;-11;16;6;;;0.00206277;28.71;Roasted
E-18O-Trans032;PSO-#E@32;Tr;BH-01570;12.02.2021;;;7.22;;-3626;-1554;1.02;2.18E+09;0.00205407;0.094;;;-11;15;6;;;0.00206179;28.22;Roasted
E-18O-Trans033;PSO-#E@33;Tr;BH-01570;12.02.2021;;;7.27;;-3598;-1536;1.01;2.18E+09;0.00205212;0.076;;;-10;15;5;;;0.00205984;27.25;Roasted
E-18O-Trans034;PSO-#E@34;Tr;BH-01570;12.02.2021;;;7.33;;-3570;-1518;1;2.17E+09;0.00205182;0.095;;;-10;15;6;;;0.00205953;27.09;Roasted
E-18O-Trans035;PSO-#E@35;Tr;BH-01570;12.02.2021;;;7.4;;-3542;-1500;1;2.20E+09;0.00205013;0.108;;;-10;15;5;;;0.00205784;26.25;Roasted
E-18O-Trans036;PSO-#E@36;Tr;BH-01570;12.02.2021;;;7.47;;-3514;-1482;1;2.16E+09;0.00205114;0.107;;;-10;15;5;;;0.00205885;26.75;Roasted
E-18O-Trans037;PSO-#E@37;Tr;BH-01570;12.02.2021;;;7.53;;-3485;-1463;0.99;2.11E+09;0.00204882;0.094;;;-9;15;7;;;0.00205652;25.6;Roasted
E-18O-Trans038;PSO-#E@38;Tr;BH-01570;12.02.2021;;;7.6;;-3456;-1444;0.99;2.18E+09;0.00204875;0.107;;;-8;15;4;;;0.00205645;25.56;Roasted
E-18O-Trans039;PSO-#E@39;Tr;BH-01570;12.02.2021;;;7.67;;-3427;-1425;0.99;2.19E+09;0.00205174;0.091;;;-8;14;5;;;0.00205946;27.06;Roasted
E-18O-Trans040;PSO-#E@40;Tr;BH-01570;12.02.2021;;;7.72;;-3398;-1406;0.99;2.20E+09;0.00205058;0.125;;;-8;14;5;;;0.00205829;26.48;Roasted
E-18O-Trans041;PSO-#E@41;Tr;BH-01570;12.02.2021;;;7.78;;-3369;-1387;0.99;2.20E+09;0.00205097;0.1;;;-8;15;6;;;0.00205868;26.67;Roasted
E-18O-Trans042;PSO-#E@42;Tr;BH-01570;12.02.2021;;;7.92;;-3340;-1368;1;2.20E+09;0.00205121;0.118;;;-7;14;3;;;0.00205892;26.79;Roasted
E-18O-Trans043;PSO-#E@43;Tr;BH-01570;12.02.2021;;;7.98;;-3311;-1349;1;1.21E+09;0.0020402;0.15;;;-8;13;7;;;0.00204787;21.28;Roasted
E-18O-Trans044;PSO-#E@44;Tr;core;12.02.2021;;;8.05;;-3282;-1330;1;2.20E+09;0.00204975;0.101;;;-7;14;5;;;0.00205746;26.06;Roasted
J-18O-Pt01;PSO-#J@01;Pt;BH-00385;12.02.2021;;;11.4;;-4077;2153;0.86;2.07E+09;0.00204318;0.088;;;-19;4;10;;;0.00205086;22.77;
J-18O-Pt02;PSO-#J@02;Pt;BH-00385;12.02.2021;;;11.47;;-3995;2176;0.9;2.08E+09;0.00204431;0.087;;;-18;2;8;;;0.002052;23.34;
J-18O-Pt03;PSO-#J@03;Pt;BH-00385;12.02.2021;;;11.52;;-4019;2357;0.91;2.06E+09;0.00204401;0.113;;;-19;3;10;;;0.0020517;23.19;
J-18O-Pt04;PSO-#J@04;Pt;BH-00385;12.02.2021;;;11.58;;-3958;2370;0.92;2.09E+09;0.00204296;0.101;;;-18;2;9;;;0.00205064;22.66;
J-18O-Pt05;PSO-#J@05;Pt;BH-00385;12.02.2021;;;11.65;;-3933;2645;0.91;2.09E+09;0.00204409;0.102;;;-19;1;10;;;0.00205177;23.22;
J-18O-trans002;PSO-#J@02;tr;BH-00385;12.02.2021;;;9.2;;-3843;2109;0.94;2.10E+09;0.00204513;0.091;;;-17;3;8;;;0.00205282;23.75;
J-18O-trans003;PSO-#J@03;tr;BH-00385;12.02.2021;;;9.27;;-3834;2158;0.94;2.12E+09;0.00204455;0.097;;;-17;3;8;;;0.00205223;23.46;
J-18O-trans004;PSO-#J@04;tr;BH-00385;12.02.2021;;;9.33;;-3825;2207;0.94;2.13E+09;0.00204279;0.078;;;-17;4;6;;;0.00205047;22.58;
J-18O-trans005;PSO-#J@05;tr;BH-00385;12.02.2021;;;9.4;;-3816;2256;0.94;2.13E+09;0.00204381;0.103;;;-17;3;7;;;0.0020515;23.09;
J-18O-trans006;PSO-#J@06;tr;BH-00385;12.02.2021;;;9.47;;-3807;2305;0.94;2.10E+09;0.0020446;0.092;;;-17;2;9;;;0.00205229;23.48;
J-18O-trans007;PSO-#J@07;tr;BH-00385;12.02.2021;;;9.53;;-3797;2355;0.94;2.13E+09;0.00204299;0.084;;;-17;3;7;;;0.00205067;22.67;
J-18O-trans008;PSO-#J@08;tr;BH-00385;12.02.2021;;;9.58;;-3787;2404;0.94;2.10E+09;0.00204237;0.145;;;-17;2;7;;;0.00205005;22.36;
J-18O-trans009;PSO-#J@09;tr;BH-00385;12.02.2021;;;9.65;;-3787;2404;0.94;2.30E+09;0.00203875;0.098;;;-16;1;3;;;0.00204641;20.55;
J-18O-trans01;PSO-#J@01;tr;margin;12.02.2021;;;9.15;;-3852;2060;0.94;2.12E+09;0.00204464;0.12;;;-17;3;7;;;0.00205233;23.5;
J-18O-trans010;PSO-#J@10;tr;BH-00385;12.02.2021;;;9.72;;-3779;2438;0.94;2.09E+09;0.00204342;0.108;;;-17;1;9;;;0.0020511;22.89;
J-18O-trans011;PSO-#J@11;tr;BH-00385;12.02.2021;;;9.78;;-3771;2472;0.94;2.11E+09;0.00204709;0.088;;;-18;1;8;;;0.00205478;24.73;
J-18O-trans012;PSO-#J@12;tr;BH-00385;12.02.2021;;;9.85;;-3763;2506;0.94;2.09E+09;0.0020433;0.092;;;-18;0;8;;;0.00205098;22.83;
J-18O-trans013;PSO-#J@13;tr;BH-00385;12.02.2021;;;9.92;;-3755;2540;0.93;1.80E+09;0.00204335;0.088;;;-18;-1;-7;;;0.00205104;22.86;
J-18O-trans014;PSO-#J@14;tr;BH-00385;12.02.2021;;;10.05;;-3746;2574;0.94;1.08E+09;0.0020167;0.146;;;-39;22;-51;;;0.00202428;;centering problem, discard
J-18O-trans015;PSO-#J@15;tr;BH-00385;12.02.2021;;;10.1;;-3737;2609;0.94;2.08E+09;0.00204444;0.078;;;-18;1;6;;;0.00205212;23.4;
J-18O-trans016;PSO-#J@16;tr;BH-00385;12.02.2021;;;10.17;;-3728;2643;0.93;2.12E+09;0.00204745;0.104;;;-18;3;8;;;0.00205515;24.91;
J-18O-trans017;PSO-#J@17;tr;BH-00385;12.02.2021;;;10.23;;-3719;2677;0.93;2.08E+09;0.00204434;0.1;;;-18;0;10;;;0.00205203;23.35;
J-18O-trans018;PSO-#J@18;tr;BH-00385;12.02.2021;;;10.3;;-3710;2711;0.93;2.09E+09;0.00204266;0.143;;;-18;-1;7;;;0.00205034;22.51;
J-18O-trans019;PSO-#J@19;tr;BH-00385;12.02.2021;;;10.37;;-3701;2746;0.92;2.07E+09;0.00204144;0.07;;;-17;0;9;;;0.00204911;21.9;
J-18O-trans020;PSO-#J@20;tr;BH-00385;12.02.2021;;;10.43;;-3692;2780;0.92;2.07E+09;0.00204247;0.063;;;-18;0;8;;;0.00205015;22.42;
J-18O-trans021;PSO-#J@21;tr;BH-00385;12.02.2021;;;10.48;;-3683;2814;0.91;2.06E+09;0.00204059;0.094;;;-18;-1;9;;;0.00204826;21.47;
J-18O-trans022;PSO-#J@22;tr;BH-00385;12.02.2021;;;10.55;;-3674;2848;0.89;2.07E+09;0.00204469;0.08;;;-18;-1;8;;;0.00205238;23.53;
J-18O-trans023;PSO-#J@23;tr;BH-00385;12.02.2021;;;10.62;;-3665;2883;0.89;2.07E+09;0.00204761;0.112;;;-18;-1;7;;;0.0020553;24.99;
J-18O-trans024;PSO-#J@24;tr;BH-00385;12.02.2021;;;10.68;;-3656;2917;0.89;2.04E+09;0.00204498;0.086;;;-18;-2;10;;;0.00205267;23.67;
J-18O-trans025;PSO-#J@25;tr;BH-00385;12.02.2021;;;10.75;;-3647;2951;0.91;2.08E+09;0.00204361;0.137;;;-18;-2;7;;;0.00205129;22.98;
J-18O-trans026;PSO-#J@26;tr;BH-00385;12.02.2021;;;10.82;;-3638;2986;0.91;2.01E+09;0.0020435;0.082;;;-18;-2;8;;;0.00205119;22.93;
J-18O-trans027;PSO-#J@27;tr;BH-00385;12.02.2021;;;10.88;;-3629;3020;0.91;2.09E+09;0.00204333;0.107;;;-18;-1;8;;;0.00205101;22.85;
J-18O-trans028;PSO-#J@28;tr;BH-00385;12.02.2021;;;10.93;;-3620;3054;0.91;2.06E+09;0.0020424;0.102;;;-18;-2;10;;;0.00205008;22.38;
J-18O-trans029;PSO-#J@29;tr;BH-00385;12.02.2021;;;11.13;;-3611;3088;0.91;1.95E+09;0.0020399;0.127;;;-18;-2;7;;;0.00204757;21.13;
J-18O-trans030;PSO-#J@30;tr;BH-00385;12.02.2021;;;11.2;;-3602;3122;0.89;2.07E+09;0.00204115;0.105;;;-18;-2;9;;;0.00204882;21.75;
J-18O-trans031;PSO-#J@31;tr;BH-00385;12.02.2021;;;11.27;;-3593;3157;0.91;2.06E+09;0.00204115;0.089;;;-18;-2;10;;;0.00204882;21.75;
J-18O-trans032;PSO-#J@32;tr;core;12.02.2021;;;11.33;;-3584;3191;0.89;2.06E+09;0.00203983;0.109;;;-19;-2;7;;;0.0020475;21.09;
K-18O-Pt01;PSO-#K@01;Pt;BH-00385;13.02.2021;;;14.03;;779;3968;0.86;1.99E+09;0.00205083;0.101;;;6;-2;7;;;0.00205854;26.6;Roasted
K-18O-Pt02;PSO-#K@02;Pt;BH-00385;13.02.2021;;;14.1;;718;3958;0.88;2.03E+09;0.00204419;0.104;;;6;-2;9;;;0.00205188;23.28;Roasted
K-18O-Pt03;PSO-#K@03;Pt;BH-00385;13.02.2021;;;14.17;;730;3811;0.88;2.05E+09;0.00204796;0.095;;;6;-1;6;;;0.00205566;25.16;Roasted
K-18O-Pt04;PSO-#K@04;Pt;BH-00385;13.02.2021;;;14.28;;651;3798;0.86;2.02E+09;0.00204348;0.073;;;5;-1;8;;;0.00205116;22.92;Roasted
K-18O-Pt05;PSO-#K@05;Pt;BH-00385;13.02.2021;;;14.35;;673;3630;0.88;2.00E+09;0.00204527;0.092;;;5;0;7;;;0.00205296;23.82;Roasted
K-18O-Pt06;PSO-#K@06;Pt;BH-00385;13.02.2021;;;14.42;;605;3620;0.87;2.01E+09;0.0020437;0.103;;;5;0;8;;;0.00205138;23.03;Roasted
K-18O-Trans002;PSO-#K@02;Tr;BH-00385;12.02.2021;;;11.78;;926;4135;0.92;2.00E+09;0.00204436;0.093;;;6;-5;4;;;0.00205204;23.36;Roasted
K-18O-Trans003;PSO-#K@03;Tr;BH-00385;12.02.2021;;;11.85;;910;4088;0.92;2.06E+09;0.00204595;0.085;;;6;-5;5;;;0.00205364;24.16;Roasted
K-18O-Trans004;PSO-#K@04;Tr;BH-00385;12.02.2021;;;11.92;;895;4042;0.92;2.01E+09;0.00204568;0.074;;;6;-4;6;;;0.00205337;24.02;Roasted
K-18O-Trans005;PSO-#K@05;Tr;BH-00385;12.02.2021;;;11.97;;880;3995;0.93;2.08E+09;0.00204492;0.081;;;6;-3;5;;;0.00205261;23.64;Roasted
K-18O-Trans006;PSO-#K@06;Tr;BH-00385;12.02.2021;;;12.03;;865;3949;0.92;2.00E+09;0.00204747;0.12;;;6;-4;6;;;0.00205516;24.92;Roasted
K-18O-Trans007;PSO-#K@07;Tr;BH-00385;12.02.2021;;;12.17;;850;3903;0.91;2.02E+09;0.00204538;0.103;;;6;-3;5;;;0.00205307;23.87;Roasted
K-18O-Trans008;PSO-#K@08;Tr;BH-00385;12.02.2021;;;12.23;;835;3857;0.89;2.02E+09;0.00204373;0.137;;;6;-2;7;;;0.00205141;23.04;Roasted
K-18O-Trans009;PSO-#K@09;Tr;BH-00385;12.02.2021;;;12.3;;819;3810;0.87;2.02E+09;0.00204918;0.078;;;6;-1;7;;;0.00205688;25.78;Roasted
K-18O-Trans010;PSO-#K@10;Tr;margin;12.02.2021;;;11.72;;942;4182;0.92;2.06E+09;0.00204733;0.104;;;6;-5;5;;;0.00205502;24.85;Roasted
K-18O-Trans011;PSO-#K@11;Tr;BH-00385;12.02.2021;;;12.37;;805;3764;0.86;2.02E+09;0.00204782;0.11;;;6;-2;6;;;0.00205552;25.1;Roasted
K-18O-Trans012;PSO-#K@12;Tr;BH-00385;12.02.2021;;;12.43;;789;3718;0.87;2.03E+09;0.00204329;0.078;;;6;-1;7;;;0.00205097;22.82;Roasted
K-18O-Trans013;PSO-#K@13;Tr;BH-00385;12.02.2021;;;12.48;;775;3671;0.87;1.97E+09;0.00204449;0.098;;;6;0;6;;;0.00205217;23.43;Roasted
K-18O-Trans014;PSO-#K@14;Tr;BH-00385;13.02.2021;;;12.55;;759;3626;0.88;2.03E+09;0.00204921;0.16;;;6;0;8;;;0.00205692;25.79;Roasted
K-18O-Trans015;PSO-#K@15;Tr;BH-00385;13.02.2021;;;12.62;;748;3592;0.88;2.02E+09;0.00204568;0.084;;;6;0;6;;;0.00205337;24.02;Roasted
K-18O-Trans016;PSO-#K@16;Tr;BH-00385;13.02.2021;;;12.68;;737;3559;0.87;2.01E+09;0.00204667;0.103;;;6;0;4;;;0.00205436;24.52;Roasted
K-18O-Trans017;PSO-#K@17;Tr;BH-00385;13.02.2021;;;12.75;;727;3527;0.88;2.03E+09;0.0020438;0.088;;;6;1;5;;;0.00205149;23.08;Roasted
K-18O-Trans018;PSO-#K@18;Tr;BH-00385;13.02.2021;;;12.82;;716;3495;0.89;2.00E+09;0.00204462;0.079;;;6;1;4;;;0.0020523;23.49;Roasted
K-18O-Trans019;PSO-#K@19;Tr;BH-00385;13.02.2021;;;12.88;;706;3462;0.88;1.98E+09;0.00204348;0.093;;;6;1;6;;;0.00205116;22.92;Roasted
K-18O-Trans020;PSO-#K@20;Tr;BH-00385;13.02.2021;;;12.93;;695;3430;0.88;1.97E+09;0.00204401;0.099;;;6;2;6;;;0.00205169;23.19;Roasted
K-18O-Trans021;PSO-#K@21;Tr;BH-00385;13.02.2021;;;13;;685;3398;0.87;2.00E+09;0.00204667;0.092;;;6;1;5;;;0.00205437;24.52;Roasted
K-18O-Trans022;PSO-#K@22;Tr;BH-00385;13.02.2021;;;13.07;;674;3365;0.86;2.02E+09;0.00204946;0.073;;;5;2;7;;;0.00205716;25.91;Roasted
K-18O-Trans023;PSO-#K@23;Tr;BH-00385;13.02.2021;;;13.27;;664;3333;0.85;1.90E+09;0.00204483;0.091;;;6;3;6;;;0.00205251;23.59;Roasted
K-18O-Trans024;PSO-#K@24;Tr;BH-00385;13.02.2021;;;13.33;;653;3301;0.85;1.94E+09;0.00204364;0.099;;;6;2;4;;;0.00205132;23;Roasted
K-18O-Trans025;PSO-#K@25;Tr;BH-00385;13.02.2021;;;13.38;;643;3269;0.85;1.92E+09;0.00204528;0.14;;;6;2;6;;;0.00205297;23.82;Roasted
K-18O-Trans026;PSO-#K@26;Tr;BH-00385;13.02.2021;;;13.45;;633;3236;0.86;1.95E+09;0.00204374;0.111;;;5;3;4;;;0.00205143;23.05;Roasted
K-18O-Trans027;PSO-#K@27;Tr;BH-00385;13.02.2021;;;13.52;;622;3204;0.86;1.91E+09;0.00204382;0.111;;;6;2;5;;;0.00205151;23.09;Roasted
K-18O-Trans028;PSO-#K@28;Tr;BH-00385;13.02.2021;;;13.58;;612;3172;0.85;1.97E+09;0.00204687;0.088;;;5;3;6;;;0.00205456;24.62;Roasted
K-18O-Trans029;PSO-#K@29;Tr;BH-00385;13.02.2021;;;13.65;;601;3139;0.84;1.88E+09;0.0020401;0.131;;;5;3;4;;;0.00204777;21.23;Roasted
K-18O-Trans030;PSO-#K@30;Tr;BH-00385;13.02.2021;;;13.72;;591;3107;0.83;2.00E+09;0.00204315;0.114;;;5;4;4;;;0.00205084;22.76;Roasted
K-18O-Trans031;PSO-#K@31;Tr;BH-00385;13.02.2021;;;13.77;;580;3075;0.84;2.01E+09;0.00204216;0.11;;;5;4;5;;;0.00204983;22.26;Roasted
K-18O-Trans032;PSO-#K@32;Tr;BH-00385;13.02.2021;;;13.83;;570;3043;0.85;1.98E+09;0.00203932;0.094;;;5;3;5;;;0.00204699;20.84;Roasted
K-18O-Trans033;PSO-#K@33;Tr;BH-00385;13.02.2021;;;13.9;;559;3010;0.85;2.01E+09;0.00204255;0.089;;;5;4;7;;;0.00205022;22.45;Roasted
K-18O-Trans034;PSO-#K@34;Tr;core;13.02.2021;;;13.97;;550;2979;0.85;2.02E+09;0.00204224;0.109;;;5;3;5;;;0.00204992;22.3;Roasted
F-18O-Pt002;PSO-#F@02;Pt;BH-01741;12.02.2021;;04:00:00;;;-100;-2965;1.1;2.34E+09;0.00205262;0.12;;;11;16;4;;;0.0020603;27.48;
F-18O-Pt003;PSO-#F@03;Pt;BH-01741;12.02.2021;;04:04:00;;;40;-2975;1.11;2.34E+09;0.00205409;0.11;;;12;14;4;;;0.00206177;28.21;
F-18O-Pt004;PSO-#F@04;Pt;BH-01741;12.02.2021;;04:08:00;;;27;-3037;1.11;2.33E+09;0.00205395;0.13;;;12;15;2;;;0.00206163;28.14;
F-18O-Pt005;PSO-#F@05;Pt;BH-01741;12.02.2021;;04:12:00;;;138;-3059;1.12;2.35E+09;0.00205804;0.11;;;13;14;4;;;0.00206574;30.19;
F-18O-Pt006;PSO-#F@06;Pt;BH-01741;12.02.2021;;04:16:00;;;124;-3150;1.09;2.33E+09;0.00205215;0.09;;;13;17;5;;;0.00205982;27.24;
F-18O-Pt007;PSO-#F@07;Pt;BH-01741;12.02.2021;;04:19:00;;;240;-3172;1.1;2.31E+09;0.00205164;0.12;;;14;15;4;;;0.00205932;26.99;
F-18O-Pt008;PSO-#F@08;Pt;BH-01741;12.02.2021;;04:23:00;;;214;-3222;1.08;2.34E+09;0.00205223;0.07;;;14;16;4;;;0.00205991;27.28;
F-18O-Pt009;PSO-#F@09;Pt;BH-01741;12.02.2021;;04:27:00;;;399;-3266;1.1;2.31E+09;0.00204917;0.1;;;14;16;4;;;0.00205683;25.75;
F-18O-Pt01;PSO-#F@01;Pt;BH-01741;12.02.2021;;03:56:00;;;-87;-2903;1.11;2.34E+09;0.00205966;0.09;;;11;14;7;;;0.00206737;31;
F-18O-Pt010;PSO-#F@10;Pt;BH-01741;12.02.2021;;04:31:00;;;386;-3336;1.1;2.36E+09;0.0020503;0.13;;;15;17;4;;;0.00205797;26.32;
F-18O-Pt011;PSO-#F@11;Pt;BH-01741;12.02.2021;;04:35:00;;;547;-3359;1.11;2.34E+09;0.0020497;0.12;;;16;16;4;;;0.00205737;26.02;
F-18O-Pt012;PSO-#F@12;Pt;BH-01741;12.02.2021;;04:39:00;;;537;-3433;1.1;2.35E+09;0.00204888;0.11;;;16;17;2;;;0.00205655;25.61;
F-O18-trans002;PSO-#F@02;tr;BH-01741;12.02.2021;;01:14:00;;;-96;-2779;1.11;2.37E+09;0.00205526;0.1;;;10;13;5;;;0.00206295;28.8;
